Link,ID,Version,Shipname,Launch,H.,P.,Type,B.M.,Disp.,Guns,Fate,S.B.,Note
ShowShip.php?id=1630,821,0,Iphigenia,1808,W,W,5th rate,870,,36,1851,,1833-1848 lent to Marine Society
ShowShip.php?id=1631,822,0,Iris,1840,W,W,6th rate,906,,26,1869,,Sold as cable vessel
,823,0,Iris,1877,S,S,Despatch vessel,,3730,10,1905,,
ShowShip.php?id=1632,824,0,Iron Duke,1870,I,S,Central battery ironclad,,6010,14,1906,254,
ShowShip.php?id=53,825,0,Irresistible,1859,W,S,2nd rate,2589,3842,80,1894,255,1868 h.s.
ShowShip.php?id=1633,826,0,Isis,1819,W,W,4th rate,1321,,60,1867,,1861 c.h.
ShowShip.php?id=1634,827,0,Jackall,1844,I,P,Gunvessel,340,505,3,1887,256,
ShowShip.php?id=2418,828,0,Jackdaw,1830,W,W,Cutter,108,,4,1835,,1835.03.11 wrecked in West Indies
ShowShip.php?id=1635,829,0,Jackdaw,1855,W,S,Gunboat,232,,3,1888,257,1868 hulk
ShowShip.php?id=54,830,0,James Watt,1853,W,S,2nd rate,3083,4614,91,1875,258,Planned as sailer Audacious
ShowShip.php?id=1636,831,0,Janus,1844,W,P,Sloop,763,,2,1858,,
ShowShip.php?id=1637,832,0,Janus,1856,W,S,Gunboat,233,,2,1871,,1869 hulk
ShowShip.php?id=2346,833,0,Jaseur,1813,W,W,Brig-sloop,387,,18,1845,,
ShowShip.php?id=1638,834,0,Jaseur,1857,W,S,Gunboat,310,,3,1859,,1859.02.26 wrecked Baxo Nuovo W. Indies
ShowShip.php?id=1639,835,0,Jaseur,1862,W,S,Gunvessel,428,570,5,1874,259,Sold to Irish Light Commissioner
ShowShip.php?id=117,836,0,Jason,1859,W,S,Corvette,1711,2431,21,1877,260,
ShowShip.php?id=2559,837,0,Jasper,1820,W,S,Brig,235,297,10,1828,,1828.10.11 Wrecked off Levkas
,838,0,Jasper,1837,W,P,Packet,233,,,1854,,
ShowShip.php?id=1641,839,0,Jasper,1855,W,S,Gunboat,232,,3,1855,,1855.07.24 wrecked at Krivaia Sea of Azov
ShowShip.php?id=1642,840,0,Jasper,1857,W,S,Gunboat,301,,3,1862,,Sold to Emperor of China as Amoy
ShowShip.php?id=1643,841,0,Java,1815,W,W,4th rate,1460,,52,1862,,
,842,0,Jersey,1860,,,Cutter,71,,4,1873,,
ShowShip.php?id=1646,844,0,Julia,1855,W,S,Gunboat,232,,4,1866,261,
,845,0,Julia,1863,,,Store carrier,,,,1871,,
,846,0,Julia,1868,,,Coastguard vessel,15,,,1891,,
,847,0,Jumna,1848,W,W,Brig-sloop,549,,16,1862,,Laid down as Zebra
ShowShip.php?id=1650,848,0,Jumna,1866,I,S,Troopship,4173,6211,3,1922,262,
ShowShip.php?id=1651,849,1,Juno,1844,W,W,6th rate,923,,26,1880,,1878 = Mariner police ship. 1878 = Atalanta t.s. 1880.02.12 foundered in Atlantic
ShowShip.php?id=1741,849,2,Mariner,1878,,,,,,,,,Juno 1844
ShowShip.php?id=1087,849,3,Atalanta,1878,,,,,,,,,Juno 1844
ShowShip.php?id=118,850,0,Juno,1867,W,S,Corvette,1462,2083,6,1887,263,
ShowShip.php?id=1652,851,0,Jupiter,1813,W,W,4th rate,1173,,50,1870,,1837 troopship. 1846 c.h. 
,854,0,Kangaroo,1852,W,W,Brig,483,,12,1897,,Laid down as Dove. 1863 = WV.20 Coastguard
,857,0,Kertch,1855,W,W,Schooner gunboat,94,,2,187?,,1860 = YC.1
ShowShip.php?id=1659,858,0,Kestrel,1846,W,W,Brigantine,200,,,1852,,
ShowShip.php?id=1660,859,0,Kestrel,1856,W,S,Gunboat,233,,2,1866,265,1859.06.25 wrecked in action at Peiho forts China but salvaged and reentered service
,860,0,Kestrel,1872,C,S,Gunvessel,,610,4,1888,266,
ShowShip.php?id=2419,861,0,Kingfisher,1804,W,W,Sloop,370,,18,1816,,
ShowShip.php?id=1662,862,0,Kingfisher,1845,W,W,Brig,446,,12,1890,,1875 h.s.
,864,0,Kingston,1858,W,W,Schooner,109,,,1861,,
ShowShip.php?id=1666,865,0,Kite,1837,W,P,Gunvessel,300,,,1864,267,
,866,0,Kite,1871,I,S,Gunboat,,254,1,1920,268,Became a dredger
ShowShip.php?id=1668,867,0,Lancaster,1823,W,W,4th rate,1476,,58,1864,,
,868,0,Landrail,1855,W,P,Tug,36,,,1856,,
ShowShip.php?id=1670,869,0,Landrail,1860,W,S,Gunvessel,428,570,5,1869,269,
ShowShip.php?id=1671,870,0,Lapwing,1825,W,W,Packet brig,228,,,1861,,1845 breakwater
ShowShip.php?id=1672,871,0,Lapwing,1856,W,S,Gunvessel,670,,4,1864,270,
,872,0,Lapwing,1867,W,S,Gunvessel,663,774,5,1885,271,
ShowShip.php?id=1674,873,0,Lark,1830,W,W,Survey cutter,109,,2,1860,,1849-58 lent to Liberia
ShowShip.php?id=1675,874,0,Lark,1855,W,S,Gunboat,232,,3,1878,273,
ShowShip.php?id=2420,877,0,Latona,1781,W,W,5th rate,944,,38,1816,,1781 h.s.
,878,0,Latona,1821,W,W,5th rate,1071,,46,1875,,
ShowShip.php?id=1679,879,0,Laurel,1813,W,W,5th rate,1088,,38,1885,,1864 h.s.
ShowShip.php?id=1680,880,0,Lavinia,1806,W,W,5th rate,1172,,48,1868,,
ShowShip.php?id=193,882,0,Leander,1848,W,W,4th rate,1987,,50,1867,274,1861 screw 2759 bm
ShowShip.php?id=1682,883,0,Leda,1828,W,W,5th rate,1171,,46,1906,,1864 police hulk
ShowShip.php?id=1683,884,0,Lee,1857,W,S,Gunboat,301,,3,1859,,1859.06.25 sunk in action with Peiho forts China
,885,0,Lee,1860,W,S,Gunboat,428,570,5,1875,,
ShowShip.php?id=1685,886,0,Leonidas,1807,W,W,5th rate,1067,,36,1894,,1872 powder hulk
ShowShip.php?id=1686,887,0,Leopard,1850,W,P,1st class frigate,1406,,18,1867,276,
ShowShip.php?id=1687,888,0,Leven,1813,W,W,6th rate,457,,20,1848,,1820 survey ship. 1827 h.s.
ShowShip.php?id=1688,889,0,Leven,1857,W,S,Gunboat,300,,3,1873,277,
ShowShip.php?id=2474,890,0,Leveret,1808,W,W,Brig-sloop,237,,10,1822,,
ShowShip.php?id=1689,891,0,Leveret,1856,W,S,Gunboat,232,,4,1867,278,
ShowShip.php?id=1690,892,0,Leviathan,1790,W,W,3rd rate,1707,,74,1848,,1816 convict ship. 1846 target
ShowShip.php?id=1691,893,0,Liberty,1850,W,W,Training brig,428,447,,1905,,
ShowShip.php?id=88,894,0,Liffey,1856,W,S,Frigate,2126,3915,51,1903,279,1878 store hulk
ShowShip.php?id=1692,895,0,Lightning,1823,W,P,Gunvessel,296,349,2,1872,280,1854 survey vessel
ShowShip.php?id=1693,896,1,Lightning,1829,W,W,Sloop,463,,18,1866,,1832 = Larne
ShowShip.php?id=1677,896,2,Larne,1832,,,,,,,,,Lightning 1829
ShowShip.php?id=1694,897,0,Lily,1837,W,W,Brig,432,,16,1908,,1860 c.h. 18?? = C.29. 18?? = C.15
ShowShip.php?id=1695,898,0,Lily,1861,W,S,Gunvessel,702,877,4,1867,281,
,899,0,Lily,1889,C,S,Gunvessel,,720,3,1889,,1889.09.16 wrecked off Labrador
ShowShip.php?id=2421,900,0,Linnet,1813,W,W,Brig,350,,16,1814,,1814.09.11 captured by Americans on Lake Champlain
ShowShip.php?id=2470,901,0,Linnet,1817,W,W,Survey cutter,80,,,1833,0,
ShowShip.php?id=1697,902,0,Linnet,1835,W,W,Packet brig,361,,8,1866,,1857 Coastguard. 1863 = WV.36
,903,0,Linnet,1860,W,S,Gunboat,268,330,2,1872,282,
ShowShip.php?id=2422,904,0,Lion,1823,W,W,Schooner,88,,,1826,,in service by 1823
ShowShip.php?id=25,905,0,Lion,1847,W,W,2nd rate,2580,,80,1905,283,1859 screw. 1871 t.s.
ShowShip.php?id=1699,906,0,Lively,1813,W,W,5th rate,1080,,38,1862,,1831 h.s.
ShowShip.php?id=1700,907,0,Lively,1856,W,S,Gunboat,232,,4,1863,,
,908,0,Lively,1870,W,P,Dispatch vessel,842,985,2,1883,284,1883.06.07 wrecked Stornaway
ShowShip.php?id=89,909,0,Liverpool,1860,W,S,Frigate,2656,3919,39,1875,285,
ShowShip.php?id=1702,910,0,Lizard,1840,W,P,Vessel,283,470,3,1843,,1843.07.24 collided with French paddle sloop Veloce off Spain
ShowShip.php?id=1703,911,0,Lizard,1844,I,P,Gunvessel,340,505,3,1869,286,
,912,0,Llewellyn,1848,W,P,Packet,650,,,1850,,
ShowShip.php?id=1705,913,0,Locust,1840,W,P,Gunvessel,283,470,1,1894,287,1869 tug
ShowShip.php?id=26,914,0,London,1840,W,W,2nd rate,2590,4375,90,1884,288,1858 screw. 1874 h.s.
ShowShip.php?id=1707,915,0,Lord Clyde,1864,W,S,Broadside ironclad,4067,7750,24,1875,290,
ShowShip.php?id=1708,916,0,Lord Warden,1865,W,S,Broadside ironclad,4080,7842,20,1889,,
ShowShip.php?id=1709,917,0,Louisa,1855,W,S,Gunboat,232,,4,1867,289,
ShowShip.php?id=1710,918,0,Lucifer,1837,W,P,Gunvessel,387,,2,1893,,
ShowShip.php?id=2347,919,0,Lynx,1833,W,W,Brigantine,231,,3,1845,,
ShowShip.php?id=1711,920,0,Lynx,1854,W,S,Gunvessel,477,,2,1862,,
,921,0,Lynx,1868,C,S,Gunvessel,464,584,4,1888,291,
ShowShip.php?id=2348,922,0,Lyra,1821,W,W,Brig-sloop,235,,10,1845,,1823 tender. 1829 packet brig
ShowShip.php?id=161,923,0,Lyra,1857,W,S,Sloop,488,653,9,1876,292,
ShowShip.php?id=2424,924,0,Macedonian,1810,W,W,5th rate,1082,,38,18??,,1812.10.25 captured by Americans in the Altantic
ShowShip.php?id=1713,925,0,Mackerel,1856,W,S,Gunboat,232,,4,1862,,
ShowShip.php?id=1714,926,0,Madagascar,1822,W,W,5th rate,1167,,46,1863,,1853 harbour storeship
ShowShip.php?id=1716,927,0,Maeander,1840,W,W,5th rate,1221,,44,1870,,1870.07 wrecked at Ascension
ShowShip.php?id=2425,928,0,Magicienne,1812,W,W,5th rate,949,,36,1845,,1831 24 gun 6th rate
ShowShip.php?id=1717,929,0,Magicienne,1849,W,P,2nd class frigate,1255,2300,16,1865,293,
ShowShip.php?id=1719,930,0,Magnet,1823,W,W,Packet brig,237,,3,1847,,
,931,0,Magnet,1855,W,W,Mortar vessel,155,,1,1867,,1855.10 = MV.15. 1857 dockyard craft
ShowShip.php?id=1721,932,0,Magnet,1856,W,S,Gunboat,232,,4,1874,294,
ShowShip.php?id=2349,933,0,Magnificent,1806,W,W,3rd rate,1732,,74,1843,,1823 r.s. 1825 hospital ship
ShowShip.php?id=1722,934,0,Magpie,1830,W,W,Cutter,108,,4,1908,,1845 = YC.6 dockyard tank vessel
ShowShip.php?id=1723,935,0,Magpie,1855,W,S,Gunboat,232,,3,1864,,1864.04.03 wrecked Galway Bay
,936,0,Magpie,1868,W,S,Gunvessel,665,774,4,1885,295,1878 survey vessel
ShowShip.php?id=1725,937,0,Maidstone,1811,W,W,5th rate,947,,36,1865,,1832 r.s. 1839 c.h.
ShowShip.php?id=27,938,0,Majestic,1853,W,S,2nd rate,2589,3482,80,1868,296,Converted to screw on stocks
,939,0,Majestic,1895,S,S,1st class battleship,,14960,44,1915,,1915.05.27 torpedoed by U.21 off Cape Helles
ShowShip.php?id=1728,940,1,Malabar,1804,W,W,4th rate,935,,56,1853,,
ShowShip.php?id=1283,940,2,Coromandel,1815,,,,,,,,,Malabar 1804
ShowShip.php?id=1729,941,1,Malabar,1818,W,W,3rd rate,1715,,74,1905,,1848 c.h. 1883 = Myrtle
ShowShip.php?id=1798,941,2,Myrtle,1883,,,,,,,,,Malabar 1818
ShowShip.php?id=1730,942,1,Malabar,1866,I,S,Troopship,4189,,3,1918,297,1897 base ship. 1901 = Terror
ShowShip.php?id=2171,942,2,Terror,1901,,,,,,,,,Malabar 1866
ShowShip.php?id=135,943,0,Malacca,1853,W,S,Sloop (1862: Corvette),1034,1758,17,1869,298,Converted to screw on stocks. Resold to Japanese navy as Tsukuba
,944,0,Mallard,1875,C,S,Gunboat,,455,4,1889,,
,945,0,Malta,1854,,P,Tender,,,,1856,,
,946,0,Malta,1875,I,P,Tug,375,530,0,1921,,
ShowShip.php?id=2426,947,0,Manilla,1809,W,W,5th rate,947,,36,1812,,1812.01.28 wrecked off Texel
,949,0,Manilla,1870,,,Storeship,373,,,1872,,
ShowShip.php?id=2476,950,0,Manly,1812,W,W,Gun-brig,180,,12,1833,,
,951,0,Manly,1855,W,W,Mortar vessel,117,,1,1866,,1855.10 = MV.6. 1866 hulked
ShowShip.php?id=1737,952,0,Manly,1856,W,S,Gunboat,232,,4,1863,,
,953,0,Manly,1868,I,P,Tug,135,188,0,1912,299,
,954,0,Marianne,1858,W,W,Receiving ship,490,,,1867,,ex-slaver purchased
ShowShip.php?id=1740,955,0,Mariner,1846,W,W,Brig,481,,16,1865,,
ShowShip.php?id=2,957,1,Marlborough,1855,W,S,1st rate,3853,6065,131,1924,,1878 t.s. 1904 = Vernon II. Capsized in tow to breakers
ShowShip.php?id=28,958,0,Mars,1848,W,W,2nd rate,2576,3482,80,1929,300,1855 screw. 1869 lent as t.s.
ShowShip.php?id=2427,959,0,Martin,1817,W,W,Sloop,399,,18,1817,,1817.12.08 wrecked on west coast of Ireland
ShowShip.php?id=1742,960,1,Martin,1850,W,W,Brig,481,,16,1907,,1890 = Kingfisher t.s.
ShowShip.php?id=1663,960,2,Kingfisher,1890,,,,,,,,,Martin 1850
ShowShip.php?id=1743,961,0,Mastiff,1813,W,W,Gun-brig,184,,12,1851,,1825 survey vessel
,962,0,Mastiff,1855,W,W,Mortar vessel,117,,1,1875,,1855.10 = MV.7. 1864 = WV.37 Coastguard
ShowShip.php?id=1745,963,0,Mastiff,1856,W,S,Gunboat,232,,4,1863,,Laid down as Hound
,964,1,Mastiff,1871,I,S,Gunboat,,254,1,1931,301,1914 = Snapper
,964,2,Snapper,1914,,,,,,,,,Mastiff 1871
ShowShip.php?id=1747,965,0,Mayflower,1856,W,S,Gunboat,232,,4,1867,302,
ShowShip.php?id=1748,966,0,Medea,1833,W,P,2nd class sloop,835,1142,4,1867,304,
,967,0,Medina,1813,W,W,6th rate,460,,20,1832,,
ShowShip.php?id=1749,968,0,Medina,1840,W,P,Packet,889,,,1864,,
,969,0,Medina,1876,I,S,gunboat,,363,3,1904,,
ShowShip.php?id=1750,970,0,Medusa,1838,W,P,Packet,889,,,1872,305,
ShowShip.php?id=1751,971,0,Medway,1812,W,W,3rd rate,1768,,74,1865,,1847 convict ship
ShowShip.php?id=29,972,0,Meeanee,1848,W,W,2nd rate,2591,,80,1906,303,Laid down as Madras. 1857 screw 60 guns. 1867 lent War Dept as hospital ship
ShowShip.php?id=1752,973,0,Megaera,1837,W,P,Sloop,720,1006,2,1843,,1843.03.04 wrecked Bare Bush Key Jamaica
ShowShip.php?id=1753,974,0,Megaera,1849,I,S,Frigate,1391,2025,,1871,306,Not commissioned as frigate. 1852 troopship. 1871.06.19 beached St Pauls Island Indian Ocean as unseaworthy
ShowShip.php?id=1754,975,0,Melampus,1820,W,W,5th rate,1089,,46,1906,,1854 h.s. 1886-1891 lent War Dept
ShowShip.php?id=2428,976,0,Melpomene,1794,W,W,5th rate,1014,,38,1815,,1794.08.10 captured from French at Calvi
ShowShip.php?id=71,977,0,Melpomene,1857,W,S,Frigate,2861,3829,51,1875,,Converted to screw on stocks
ShowShip.php?id=2565,978,0,Melpomene,1888,S,S,Third class protected cruiser,,2800,6,1905,,
ShowShip.php?id=1755,979,0,Melville,1817,W,W,3rd rate,1768,,74,1873,,1857 hospital ship at Hong Kong
ShowShip.php?id=1756,980,0,Menai,1814,W,W,6th rate,449,,26,1853,,1831 h.s. 1851 target
ShowShip.php?id=1757,981,0,Menelaus,1810,W,W,5th rate,1077,,38,1897,,1832 quarantaine hulk. 1854 lent Customs
ShowShip.php?id=1758,982,0,Mercury,1826,W,W,5th rate,1084,,46,1906,,1861 c.h.
ShowShip.php?id=1759,983,1,Mercury,1837,W,W,Cutter tender,70,,,1904,,1866 = YC.6. 1876 = Plymouth
ShowShip.php?id=1905,983,2,Plymouth,1876,,,,,,,,,Mercury 1837
ShowShip.php?id=2567,984,0,Mercury,1878,S,S,Despatch vessel,,3730,10,1919,,1906 d.s.
ShowShip.php?id=1760,985,0,Merlin,1838,W,P,Packet,889,,4,1863,,1854 survey vessel. 1856 gunvessel
,986,0,Merlin,1871,C,S,Gunboat,295,430,4,1891,307,
ShowShip.php?id=1762,987,0,Mermaid,1825,W,W,5th rate,1085,,46,1875,,1850 powder hulk. 1863 lent War Dept
,988,0,Mermaid,1853,,,Coastguard vessel,,,,1890,,Purchased
ShowShip.php?id=1764,989,0,Mersey,1814,W,W,6th rate,451,,26,1852,,1832 h.s.
ShowShip.php?id=90,990,0,Mersey,1858,W,S,Frigate,3733,5643,40,1875,,
ShowShip.php?id=1765,991,0,Messenger,1830,W,P,Packet,733,912,,1861,,
ShowShip.php?id=1766,992,1,Meteor,1823,W,W,Bomb,378,,14,1846,,1832 = Beacon survey ship
ShowShip.php?id=1109,992,2,Beacon,1832,,,,,,,,,Meteor 1823
ShowShip.php?id=1767,993,0,Meteor,1824,W,P,Auxiliary vessel,296,349,2,1849,,
ShowShip.php?id=1768,994,0,Meteor,1855,W,S,Floating battery,1469,,14,1861,,
,995,0,Midge,1856,W,S,Gunboat,212,,2,1864,,
ShowShip.php?id=1769,996,0,Midge,1868,C,S,Gunvessel,,603,4,1907,308,
ShowShip.php?id=1772,997,0,Milford,1809,W,W,3rd rate,1919,,78,1846,,1825 h.s.
,998,0,Milford,1816,,,Tank vessel,,,,1852,,
ShowShip.php?id=1773,999,0,Minden,1810,W,W,3rd rate,1721,,74,1861,,1842 hospital hulk at Hong Kong
ShowShip.php?id=1774,1000,0,Minerva,1820,W,W,5th rate,1082,,46,1895,,1861 h.s.
ShowShip.php?id=2524,1001,0,Minos,1840,W,P,Vessel,406,,,1852,,
ShowShip.php?id=1775,1002,1,Minotaur,1816,W,W,3rd rate,1726,,74,1869,,1842 h.s. 1866 = Hermes
ShowShip.php?id=1565,1002,2,Hermes,1866,,,,,,,,,Minotaur 1816
ShowShip.php?id=1776,1003,1,Minotaur,1863,I,S,Broadside ironclad frigate,,10690,36,1922,,Laid down as Elephant. 1904 = Boscawen t.s. 1906 = Ganges. 1908 Ganges II
ShowShip.php?id=1152,1003,2,Boscawen,1904,,,,,,,,,Minotaur 1863
ShowShip.php?id=1487,1003,3,Ganges,1906,,,,,,,,,Minotaur 1863
ShowShip.php?id=1490,1003,4,Ganges II,1908,,,,,,,,,Minotaur 1863
,1004,0,Minstrel,1865,W,S,Gunboat,268,330,2,1907,309,1874 c.h.
ShowShip.php?id=2429,1005,0,Minx,1829,W,W,Schooner,84,,3,1833,,
ShowShip.php?id=1778,1006,0,Minx,1846,I,S,Gunboat,303,,1899,,310,1859 tank vessel
ShowShip.php?id=136,1007,0,Miranda,1851,W,S,Sloop (1862: Corvette),1039,1523,14,1869,311,Laid down as Grinder
ShowShip.php?id=1779,1008,0,Mistletoe,1856,W,S,Gunboat,232,,4,1864,,
,1009,0,Moa,1861,W,-0,Coal depot,,,,1876,,Purchased ex-brig
ShowShip.php?id=1781,1010,0,Modeste,1837,W,W,Sloop,562,,18,1866,,
ShowShip.php?id=119,1011,0,Modeste,1873,W,S,Corvette,,1970,14,1888,312,
ShowShip.php?id=2430,1012,0,Mohawk,1843,W,P,Vessel,174,,,1852,,
ShowShip.php?id=1782,1013,0,Mohawk,1856,W,S,Gunvessel,679,,4,1862,313,1862 sold to Emperor of China as Pekin
ShowShip.php?id=1783,1014,0,Monarch,1832,W,W,2nd rate,2255,,84,1866,,1862 target
ShowShip.php?id=1784,1015,1,Monarch,1868,I,S,Turret ship,5103,8320,7,1905,314,1897 guardship. 1904 = Simoom
ShowShip.php?id=2068,1015,2,Simoom,1904,,,,,,,,,Monarch 1868
ShowShip.php?id=2431,1016,0,Monkey,1826,W,W,Schooner,70,,3,1831,,1831.05 wrecked on Tampico Bar
ShowShip.php?id=1785,1017,0,Monkey,1837,W,P,Packet,212,,,1888,,
ShowShip.php?id=2432,1020,0,Montreal,1839,W,W,Schooner,,,,1848,,1839.10.18 purchased
,1021,0,Moorhen,1875,C,S,Gunboat,,455,4,1888,,
,1022,0,Moslem,1854,I,P,Vessel,,,,1856,,
,1023,0,Mosquito,1871,C,S,Gunboat,295,430,4,1888,315,
ShowShip.php?id=1791,1025,0,Mulgrave,1812,W,W,3rd rate,1726,,74,1854,,1836 lazaretto. 1844 powder hulk
ShowShip.php?id=1792,1026,0,Mullett,1860,W,S,Gunvessel,428,570,5,1872,,
ShowShip.php?id=1793,1027,0,Musquito,1851,W,W,Brig,549,,16,1862,,Sold to Prussian navy
ShowShip.php?id=2350,1028,0,Mutine,1825,W,W,Packet brig,231,,4,18??,,
ShowShip.php?id=1794,1029,0,Mutine,1844,W,W,Brig,428,,12,1848,,1848.12.21 wrecked in a gale near Venice (5 lost)
ShowShip.php?id=162,1030,0,Mutine,1859,W,S,Sloop (1862: Corvette),882,1291,17,1870,316,
ShowShip.php?id=2585,1031,0,Myrmidon,1813,W,W,6th rate,509,,20,1823,,
ShowShip.php?id=1795,1032,0,Myrmidon,1845,I,P,Gunvessel,374,505,3,1858,,
,1033,0,Myrmidon,1867,W,S,Gunvessel,697,877,,1889,,1867.10 survey vessel
ShowShip.php?id=1797,1034,0,Myrtle,1837,W,P,Packet,116,,,1868,317,
ShowShip.php?id=1799,1036,0,Naiad,1797,W,W,5th rate,1020,,38,1866,,1847 coal depot
ShowShip.php?id=2433,1037,0,Namur,1756,W,W,2nd rate,1814,,90,1833,,1805.05 74 gun 3rd rate. 1807.09 h.s.
ShowShip.php?id=1800,1038,0,Nankin,1850,W,W,4th rate,2049,2540,50,1905,,1866 hospital hulk. 1895 sold
ShowShip.php?id=2434,1039,0,Narcissus,1801,W,W,5th rate,894,,32,1837,,1823.12 convict ship
ShowShip.php?id=91,1040,0,Narcissus,1859,W,S,Frigate,2665,3548,51,1883,,
ShowShip.php?id=1801,1041,0,Nassau,1866,W,S,Gunvessel,695,877,,1880,318,1866.07 survey ship
ShowShip.php?id=1802,1042,0,Nautilus,1830,W,W,Brig-sloop,233,,10,1878,,1852 t.s. 1872 hulk
ShowShip.php?id=30,1043,0,Nelson,1814,W,W,1st rate,2617,,120,1928,319,1860 screw 89 guns. 1867 to New South Wales govt. 1898 sold as store hulk later coal hulk
,1044,0,Nelson,1876,I,S,Armoured cruiser,,7630,18,1910,,1901 t.s.
ShowShip.php?id=1803,1045,0,Nemesis,1826,W,W,5th rate,1168,,46,1866,,
ShowShip.php?id=31,1046,0,Neptune,1832,W,W,1st rate,2694,,120,1875,,1859 screw 89 guns
,1047,0,Neptune,1863,,,Coastguard cutter,60,,,1905,,
ShowShip.php?id=2545,1048,0,Neptune,1878,I,S,Masted turret ship,,9310,6,1903,,
,1049,0,Nerbudda,1835,,,Cutter,49,,2,1862,,
ShowShip.php?id=1808,1050,0,Nerbudda,1847,W,W,Brig-sloop,445,,12,1856,,1856.07.10 foundered off Cape of Good Hope
ShowShip.php?id=1810,1051,0,Nereus,1821,W,W,5th rate,1095,,46,1879,,1843 storeship h.s.
ShowShip.php?id=1811,1052,0,Netley,1823,W,W,Cutter,122,,8,1859,,1848.10 foundered at Spithead and raised
,1053,0,Netley,1866,W,S,Gunboat,268,330,2,1885,321,
ShowShip.php?id=1813,1054,0,Nettle,1856,W,S,Gunboat,212,,2,1868,322,
ShowShip.php?id=1815,1056,0,Newcastle,1813,W,W,4th rate,1556,,60,1850,,1824 h.s.
ShowShip.php?id=92,1057,0,Newcastle,1860,W,S,Frigate,,4020,51,1929,323,1889 powder hulk
ShowShip.php?id=1816,1058,0,Newport,1867,W,S,Gunvessel,425,570,,1881,324,
ShowShip.php?id=2494,1060,0,Niemen,1820,W,W,6th rate,502,,28,1828,,
ShowShip.php?id=163,1061,0,Niger,1846,W,S,Sloop (1862: Corvette),1013,1454,14,1869,325,
ShowShip.php?id=1817,1062,0,Nightingale,1855,W,S,Gunboat,232,,4,1867,326,
ShowShip.php?id=32,1063,1,Nile,1839,W,W,2nd rate,2598,,90,1956,,1854 screw. 1876 = Conway t.s. 1853.04.14 stranded in Menai strait. 1956.10.31 accidentally burnt
ShowShip.php?id=1274,1063,2,Conway,1876,,,,,,,,,Nile 1839
ShowShip.php?id=2435,1064,0,Nimble,1826,W,W,Schooner,168,,5,1834,,
ShowShip.php?id=1818,1065,0,Nimble,1860,W,S,Gunvessel,428,570,5,1906,327,1879 h.s.
ShowShip.php?id=1819,1066,0,Nimrod,1828,W,W,Sloop,502,,20,1907,,Laid down as 6th rate Andromeda. 1853 = C.1 c.h. 18?? = C.76
ShowShip.php?id=1820,1067,0,Nimrod,1856,W,S,Gunvessel,868,,6,1865,328,
,1068,0,Niobe,1849,W,W,6th rate,1051,,28,1862,,1862 sold to Prussian navy
ShowShip.php?id=164,1069,0,Niobe,1866,W,S,Sloop,1083,1570,4,1874,329,1874.05.21 wrecked Miquelon Island
ShowShip.php?id=2436,1070,0,Nisus,1810,W,W,5th rate,1074,,38,1822,,
ShowShip.php?id=1822,1071,0,North Star,1824,W,W,6th rate,501,,28,1860,,
ShowShip.php?id=1823,1072,0,Northampton,1876,I,S,Armoured frigate,,7652,21,1905,,1894 t.s.
ShowShip.php?id=1824,1073,0,Northumberland,1798,W,W,3rd rate,1907,,74,1850,,1827 hulk
ShowShip.php?id=1825,1074,1,Northumberland,1866,I,S,Broadside ironclad frigate,6621,10780,28,1927,330,
ShowShip.php?id=1002,1074,2,Acheron,1904,,,,,,,,,Northumberland 1866
ShowShip.php?id=1826,1075,1,Nymphe,1812,W,W,5th rate,1087,,38,1875,,Laid down as Nereide. 1836 h.s. 1871 = Handy
ShowShip.php?id=1533,1075,2,Handy,1871,,,,,,,,,Nymphe 1812
ShowShip.php?id=165,1076,0,Nymphe,1866,W,S,Sloop,1084,1570,4,1884,331,
ShowShip.php?id=1827,1077,0,Oberon,1847,I,P,Sloop,650,1055,4,1880,332,1870 target
ShowShip.php?id=1828,1078,0,Ocean,1805,W,W,2nd rate,2291,,98,1875,,1841 d.s.1853 c.h.
ShowShip.php?id=1829,1079,0,Ocean,1863,W,S,Broadside ironclad frigate,4047,6832,24,1882,333,Laid down as 2nd rate 91 guns
ShowShip.php?id=2589,1080,0,Ocean,1898,I,S,First class battleship,,12950,16,1915,,1915.03.18 Sunk by shore batteries in the Dardanelles
ShowShip.php?id=194,1081,0,Octavia,1849,W,W,4th rate,2125,,50,1876,334,1861 screw 3832 disp
ShowShip.php?id=1830,1082,0,Odin,1846,W,P,1st class frigate,1310,,18,1865,,
ShowShip.php?id=1832,1084,0,Onyx,1845,I,P,Packet,292,,,1854,,
ShowShip.php?id=1833,1085,0,Onyx,1856,W,S,Gunboat,212,,2,1873,335,1869 steam-lump
ShowShip.php?id=1834,1086,0,Opal,1875,C,S,Corvette,,2120,12,1892,,Laid down as Magicienne
,1087,0,Opossum,1808,W,S,Brig-sloop,236,,10,1841,,
ShowShip.php?id=2437,1088,0,Opossum,1808,W,W,brig-sloop,237,,10,1819,,
ShowShip.php?id=1835,1089,0,Opossum,1856,W,S,Gunboat,232,,4,1896,336,1874 hulk
ShowShip.php?id=1836,1090,0,Orestes,1824,W,W,Sloop,460,,18,1905,,1852 = C.28 c.h.
ShowShip.php?id=120,1091,0,Orestes,1860,W,S,Corvette,1717,2431,21,1866,337,
ShowShip.php?id=33,1093,0,Orion,1854,W,S,2nd rate,3281,,91,1867,338,Converted to screw on stocks
